customer_name,amount,due_date,label
Cliente_84,1743.04,2024-03-05,regular
Cliente_90,6297.98,2024-03-05,late
Cliente_82,3332.46,2024-03-05,regular
Cliente_74,6964.15,2024-03-05,regular
Cliente_88,427.05,2024-03-05,regular
Cliente_35,6229.79,2024-03-05,late
Cliente_37,7097.01,2024-03-05,regular
Cliente_91,6534.16,2024-03-05,regular
Cliente_91,8327.83,2024-03-05,regular
Cliente_31,3256.54,2024-03-05,regular
Cliente_18,6197.02,2024-03-05,regular
Cliente_87,995.93,2024-03-05,regular
Cliente_26,5947.45,2024-03-05,regular
Cliente_10,5255.52,2024-03-05,late
Cliente_10,1667.54,2024-03-05,late
Cliente_64,5199.32,2024-03-05,regular
Cliente_12,2710.24,2024-03-05,regular
Cliente_66,273.03,2024-03-05,regular
Cliente_42,6175.77,2024-03-05,regular
Cliente_43,3028.15,2024-03-05,regular
Cliente_55,7757.25,2024-03-05,late
Cliente_44,7613.24,2024-03-05,regular
Cliente_72,7615.31,2024-03-05,regular
Cliente_68,4215.51,2024-03-05,regular
Cliente_89,2453.96,2024-03-05,regular
Cliente_98,2555.04,2024-03-05,regular
Cliente_9,5324.62,2024-03-05,regular
Cliente_57,6099.99,2024-03-05,regular
Cliente_65,6974.91,2024-03-05,late
Cliente_37,5768.62,2024-03-05,regular
Cliente_3,5419.05,2024-03-05,regular
Cliente_11,4777.47,2024-03-05,regular
Cliente_16,7395.33,2024-03-05,regular
Cliente_42,6011.17,2024-03-05,regular
Cliente_33,7905.93,2024-03-05,regular
Cliente_31,9130.83,2024-03-05,regular
Cliente_63,6132.09,2024-03-05,regular
Cliente_62,4826.31,2024-03-05,regular
Cliente_97,7134.76,2024-03-05,regular
Cliente_69,945.3,2024-03-05,regular
Cliente_90,8613.49,2024-03-05,late
Cliente_45,2633.1,2024-03-05,late
Cliente_77,4739.13,2024-03-05,regular
Cliente_81,3228.33,2024-03-05,regular
Cliente_62,2611.73,2024-03-05,regular
Cliente_25,2724.64,2024-03-05,late
Cliente_40,2644.78,2024-03-05,late
Cliente_31,6470.65,2024-03-05,regular
Cliente_65,6859.12,2024-03-05,late
Cliente_66,3482.52,2024-03-05,regular
Cliente_3,4864.64,2024-03-05,regular
Cliente_47,3494.79,2024-03-05,regular
Cliente_63,6917.2,2024-03-05,regular
Cliente_42,5056.29,2024-03-05,regular
Cliente_68,4214.62,2024-03-05,regular
Cliente_15,3112.84,2024-03-05,late
Cliente_25,7463.21,2024-03-05,late
Cliente_52,7792.44,2024-03-05,regular
Cliente_44,9581.93,2024-03-05,regular
Cliente_9,9195.31,2024-03-05,regular
Cliente_67,172.81,2024-03-05,regular
Cliente_80,4208.23,2024-03-05,late
Cliente_26,7639.68,2024-03-05,regular
Cliente_66,3326.93,2024-03-05,regular
Cliente_7,7744.84,2024-03-05,regular
Cliente_100,661.82,2024-03-05,late
Cliente_13,8707.13,2024-03-05,regular
Cliente_83,6459.54,2024-03-05,regular
Cliente_81,919.95,2024-03-05,regular
Cliente_24,7519.36,2024-03-05,regular
Cliente_86,5636.94,2024-03-05,regular
Cliente_69,3221.09,2024-03-05,regular
Cliente_76,7466.71,2024-03-05,regular
Cliente_90,9321.18,2024-03-05,late
Cliente_98,1140.29,2024-03-05,regular
Cliente_82,6172.17,2024-03-05,regular
Cliente_44,4617.7,2024-03-05,regular
Cliente_55,9228.41,2024-03-05,late
Cliente_26,5022.77,2024-03-05,regular
Cliente_17,8785.36,2024-03-05,regular
Cliente_78,2660.3,2024-03-05,regular
Cliente_100,4805.68,2024-03-05,late
Cliente_66,5473.55,2024-03-05,regular
Cliente_52,9841.14,2024-03-05,regular
Cliente_98,2737.31,2024-03-05,regular
Cliente_73,9852.55,2024-03-05,regular
Cliente_68,9353.11,2024-03-05,regular
Cliente_61,3376.26,2024-03-05,regular
Cliente_81,789.86,2024-03-05,regular
Cliente_55,3664.1,2024-03-05,late
Cliente_65,3297.55,2024-03-05,late
Cliente_20,7450.04,2024-03-05,late
Cliente_46,621.87,2024-03-05,regular
Cliente_90,5965.0,2024-03-05,late
Cliente_26,2380.16,2024-03-05,regular
Cliente_92,9461.66,2024-03-05,regular
Cliente_37,3752.25,2024-03-05,regular
Cliente_93,7424.72,2024-03-05,regular
Cliente_15,4396.89,2024-03-05,late
Cliente_24,1988.45,2024-03-05,regular
Cliente_29,4313.01,2024-03-05,regular
Cliente_6,9965.83,2024-03-05,regular
Cliente_81,6072.6,2024-03-05,regular
Cliente_3,2094.02,2024-03-05,regular
Cliente_73,2910.16,2024-03-05,regular
Cliente_41,9458.43,2024-03-05,regular
Cliente_93,2039.42,2024-03-05,regular
Cliente_63,9710.99,2024-03-05,regular
Cliente_24,3889.65,2024-03-05,regular
Cliente_96,9846.93,2024-03-05,regular
Cliente_16,5218.96,2024-03-05,regular
Cliente_50,4230.25,2024-03-05,late
Cliente_14,4026.64,2024-03-05,regular
Cliente_17,6253.04,2024-03-05,regular
Cliente_5,954.83,2024-03-05,late
Cliente_48,5477.71,2024-03-05,regular
Cliente_17,5509.15,2024-03-05,regular
Cliente_46,7065.72,2024-03-05,regular
Cliente_87,8494.77,2024-03-05,regular
Cliente_30,2784.64,2024-03-05,late
Cliente_13,6959.37,2024-03-05,regular
Cliente_89,5450.5,2024-03-05,regular
Cliente_29,8158.4,2024-03-05,regular
Cliente_17,7346.07,2024-03-05,regular
Cliente_88,2329.35,2024-03-05,regular
Cliente_52,6222.48,2024-03-05,regular
Cliente_67,4462.58,2024-03-05,regular
Cliente_28,9780.93,2024-03-05,regular
Cliente_17,7163.97,2024-03-05,regular
Cliente_62,530.11,2024-03-05,regular
Cliente_67,9565.06,2024-03-05,regular
Cliente_70,5758.78,2024-03-05,late
Cliente_12,2737.33,2024-03-05,regular
Cliente_58,2383.27,2024-03-05,regular
Cliente_48,8932.25,2024-03-05,regular
Cliente_63,5957.08,2024-03-05,regular
Cliente_93,4455.65,2024-03-05,regular
Cliente_3,6374.67,2024-03-05,regular
Cliente_20,9110.95,2024-03-05,late
Cliente_85,6871.2,2024-03-05,late
Cliente_89,4086.51,2024-03-05,regular
Cliente_22,8076.58,2024-03-05,regular
Cliente_23,6461.1,2024-03-05,regular
Cliente_23,3379.14,2024-03-05,regular
Cliente_44,6127.69,2024-03-05,regular
Cliente_26,4553.81,2024-03-05,regular
Cliente_24,2026.67,2024-03-05,regular
Cliente_37,5911.38,2024-03-05,regular
Cliente_82,6597.41,2024-03-05,regular
Cliente_14,3700.33,2024-03-05,regular
Cliente_90,6710.72,2024-03-05,late
Cliente_67,3976.9,2024-03-05,regular
Cliente_54,6748.08,2024-03-05,regular
Cliente_66,708.6,2024-03-05,regular
Cliente_50,7494.9,2024-03-05,late
Cliente_22,5611.61,2024-03-05,regular
Cliente_51,5498.51,2024-03-05,regular
Cliente_21,5351.04,2024-03-05,regular
Cliente_44,4790.03,2024-03-05,regular
Cliente_47,5681.98,2024-03-05,regular
Cliente_84,191.6,2024-03-05,regular
Cliente_5,8486.76,2024-03-05,late
Cliente_20,2050.81,2024-03-05,late
Cliente_42,9632.31,2024-03-05,regular
Cliente_96,4858.29,2024-03-05,regular
Cliente_36,436.45,2024-03-05,regular
Cliente_99,9866.62,2024-03-05,regular
Cliente_53,5141.37,2024-03-05,regular
Cliente_67,7572.61,2024-03-05,regular
Cliente_68,4088.54,2024-03-05,regular
Cliente_23,3239.21,2024-03-05,regular
Cliente_97,9643.88,2024-03-05,regular
Cliente_60,9981.49,2024-03-05,late
Cliente_74,3799.42,2024-03-05,regular
Cliente_41,2074.48,2024-03-05,regular
Cliente_89,226.61,2024-03-05,regular
Cliente_92,8985.03,2024-03-05,regular
Cliente_37,7711.28,2024-03-05,regular
Cliente_97,5771.57,2024-03-05,regular
Cliente_32,7510.89,2024-03-05,regular
Cliente_87,1780.88,2024-03-05,regular
Cliente_79,9150.5,2024-03-05,regular
Cliente_55,9899.69,2024-03-06,late
Cliente_39,9305.16,2024-03-06,regular
Cliente_24,3999.58,2024-03-06,regular
Cliente_25,9598.99,2024-03-06,late
Cliente_95,6011.71,2024-03-06,late
Cliente_87,6291.37,2024-03-06,regular
Cliente_10,4379.33,2024-03-06,late
Cliente_7,9419.82,2024-03-06,regular
Cliente_43,4968.68,2024-03-06,regular
Cliente_84,7004.03,2024-03-06,regular
Cliente_10,2398.67,2024-03-06,late
Cliente_73,2813.49,2024-03-06,regular
Cliente_100,1838.21,2024-03-06,late
Cliente_16,7857.82,2024-03-06,regular
Cliente_47,6421.36,2024-03-06,regular
Cliente_1,6727.93,2024-03-06,regular
Cliente_60,4367.53,2024-03-06,late
Cliente_32,9216.75,2024-03-06,regular
Cliente_4,3452.33,2024-03-06,regular
Cliente_80,5644.68,2024-03-06,late
Cliente_70,9357.18,2024-03-06,late
Cliente_35,3451.58,2024-03-06,late
Cliente_47,8532.46,2024-03-06,regular
Cliente_11,1045.94,2024-03-06,regular
Cliente_67,6562.08,2024-03-06,regular
Cliente_18,5359.54,2024-03-06,regular
Cliente_25,872.94,2024-03-06,late
Cliente_7,6947.59,2024-03-06,regular
Cliente_51,2563.77,2024-03-06,regular
Cliente_44,5915.03,2024-03-06,regular
Cliente_77,6158.22,2024-03-06,regular
Cliente_63,7464.04,2024-03-06,regular
Cliente_8,7750.25,2024-03-06,regular
Cliente_50,7495.37,2024-03-06,late
Cliente_5,9285.9,2024-03-06,late
Cliente_13,6721.26,2024-03-06,regular
Cliente_21,5048.65,2024-03-06,regular
Cliente_9,2061.27,2024-03-06,regular
Cliente_20,996.53,2024-03-06,late
Cliente_38,3707.93,2024-03-06,regular
Cliente_1,9178.56,2024-03-06,regular
Cliente_23,4297.57,2024-03-06,regular
Cliente_93,8228.06,2024-03-06,regular
Cliente_12,4985.39,2024-03-06,regular
Cliente_66,8357.32,2024-03-06,regular
Cliente_4,507.82,2024-03-06,regular
Cliente_42,8238.31,2024-03-06,regular
Cliente_51,7020.07,2024-03-06,regular
Cliente_44,4221.12,2024-03-06,regular
Cliente_18,6484.8,2024-03-06,regular
Cliente_70,3594.38,2024-03-06,late
Cliente_11,4382.87,2024-03-06,regular
Cliente_14,6340.16,2024-03-06,regular
Cliente_20,7138.27,2024-03-06,late
Cliente_38,5327.54,2024-03-06,regular
Cliente_67,6040.75,2024-03-06,regular
Cliente_21,9232.0,2024-03-06,regular
Cliente_39,5228.24,2024-03-06,regular
Cliente_24,4691.38,2024-03-06,regular
Cliente_49,3432.71,2024-03-06,regular
Cliente_29,9600.71,2024-03-06,regular
Cliente_34,1992.34,2024-03-06,regular
Cliente_100,5813.88,2024-03-06,late
Cliente_97,5106.39,2024-03-06,regular
Cliente_75,4244.91,2024-03-06,late
Cliente_28,3393.48,2024-03-06,regular
Cliente_63,8711.76,2024-03-06,regular
Cliente_76,6302.44,2024-03-06,regular
Cliente_5,2814.1,2024-03-06,late
Cliente_23,3227.19,2024-03-06,regular
Cliente_94,7343.3,2024-03-06,regular
Cliente_95,3513.18,2024-03-06,late
Cliente_75,6576.69,2024-03-06,late
Cliente_83,4571.34,2024-03-06,regular
Cliente_42,7376.91,2024-03-06,regular
Cliente_92,5283.6,2024-03-06,regular
Cliente_44,8977.61,2024-03-06,regular
Cliente_26,3847.74,2024-03-06,regular
Cliente_43,2574.1,2024-03-06,regular
Cliente_17,4494.03,2024-03-06,regular
Cliente_80,2257.97,2024-03-06,late
Cliente_1,7980.82,2024-03-06,regular
Cliente_77,6998.09,2024-03-06,regular
Cliente_30,3355.27,2024-03-06,late
Cliente_18,1662.82,2024-03-06,regular
Cliente_77,5757.42,2024-03-06,regular
Cliente_24,593.01,2024-03-06,regular
Cliente_16,6765.3,2024-03-06,regular
Cliente_26,762.54,2024-03-06,regular
Cliente_35,555.05,2024-03-06,late
Cliente_11,5147.84,2024-03-06,regular
Cliente_54,5003.76,2024-03-06,regular
Cliente_75,4098.64,2024-03-06,late
Cliente_93,9411.56,2024-03-06,regular
Cliente_70,429.27,2024-03-06,late
Cliente_3,7316.03,2024-03-06,regular
Cliente_63,6751.68,2024-03-06,regular
Cliente_92,1179.43,2024-03-06,regular
Cliente_73,8944.25,2024-03-06,regular
Cliente_51,8300.58,2024-03-06,regular
Cliente_67,6176.71,2024-03-06,regular
Cliente_78,2290.93,2024-03-06,regular
Cliente_53,9873.74,2024-03-06,regular
Cliente_69,2053.23,2024-03-06,regular
Cliente_68,424.86,2024-03-06,regular
Cliente_48,2326.98,2024-03-06,regular
Cliente_71,7366.19,2024-03-06,regular
Cliente_32,5745.42,2024-03-06,regular
Cliente_27,7167.56,2024-03-06,regular
Cliente_83,8250.39,2024-03-06,regular
Cliente_87,5938.26,2024-03-06,regular
Cliente_9,4123.17,2024-03-06,regular
Cliente_43,4728.91,2024-03-06,regular
Cliente_73,5317.59,2024-03-06,regular
Cliente_48,2954.0,2024-03-06,regular
Cliente_78,8454.03,2024-03-06,regular
Cliente_25,9878.83,2024-03-06,late
Cliente_4,9291.65,2024-03-06,regular
Cliente_67,1985.08,2024-03-06,regular
Cliente_31,7215.52,2024-03-06,regular
Cliente_77,5029.89,2024-03-06,regular
Cliente_21,5623.27,2024-03-06,regular
Cliente_36,7571.33,2024-03-06,regular
Cliente_96,597.35,2024-03-06,regular
Cliente_26,3838.8,2024-03-06,regular
Cliente_19,2898.13,2024-03-06,regular
Cliente_78,3540.66,2024-03-06,regular
Cliente_85,3204.92,2024-03-06,late
Cliente_97,342.19,2024-03-06,regular
Cliente_59,4479.13,2024-03-06,regular
Cliente_17,2852.93,2024-03-06,regular
Cliente_30,2525.18,2024-03-06,late
Cliente_38,8776.25,2024-03-06,regular
Cliente_29,6401.5,2024-03-06,regular
Cliente_18,5530.25,2024-03-06,regular
Cliente_63,4807.02,2024-03-06,regular
Cliente_48,1180.25,2024-03-06,regular
Cliente_44,6093.11,2024-03-06,regular
Cliente_74,1877.26,2024-03-06,regular
Cliente_74,6569.3,2024-03-06,regular
Cliente_41,7844.49,2024-03-06,regular
Cliente_68,9524.01,2024-03-06,regular
Cliente_32,5142.27,2024-03-06,regular
Cliente_100,2025.88,2024-03-06,late
Cliente_51,9095.66,2024-03-06,regular
Cliente_25,5946.97,2024-03-06,late
Cliente_20,8020.48,2024-03-06,late
Cliente_10,6395.4,2024-03-06,late
Cliente_21,4571.92,2024-03-06,regular
Cliente_96,5904.85,2024-03-06,regular
Cliente_15,6092.59,2024-03-06,late
Cliente_80,4618.01,2024-03-06,late
Cliente_24,1245.58,2024-03-06,regular
Cliente_97,7908.99,2024-03-06,regular
Cliente_100,1031.84,2024-03-06,late
Cliente_21,2623.23,2024-03-06,regular
Cliente_62,2990.54,2024-03-06,regular
Cliente_8,3754.17,2024-03-06,regular
Cliente_22,4640.01,2024-03-06,regular
Cliente_23,7831.33,2024-03-06,regular
Cliente_84,8378.27,2024-03-06,regular
Cliente_68,2304.4,2024-03-06,regular
Cliente_8,7340.44,2024-03-06,regular
Cliente_2,930.22,2024-03-06,regular
Cliente_56,3583.18,2024-03-06,regular
Cliente_2,7830.08,2024-03-06,regular
Cliente_76,4137.1,2024-03-06,regular
Cliente_89,1802.14,2024-03-06,regular
Cliente_48,4568.94,2024-03-06,regular
Cliente_75,1688.33,2024-03-06,late
Cliente_80,453.04,2024-03-06,late
Cliente_78,3529.83,2024-03-06,regular
Cliente_76,6305.24,2024-03-06,regular
Cliente_3,8715.97,2024-03-06,regular
Cliente_32,5075.55,2024-03-06,regular
Cliente_28,1486.74,2024-03-06,regular
Cliente_21,520.67,2024-03-06,regular
Cliente_69,6050.41,2024-03-06,regular
Cliente_51,5846.59,2024-03-06,regular
Cliente_95,8895.6,2024-03-06,late
Cliente_32,6317.04,2024-03-06,regular
Cliente_79,378.73,2024-03-06,regular
Cliente_46,1459.5,2024-03-06,regular
Cliente_33,121.65,2024-03-06,regular
Cliente_62,7822.21,2024-03-06,regular
Cliente_43,3356.08,2024-03-06,regular
Cliente_60,6757.55,2024-03-06,late
Cliente_50,3555.18,2024-03-06,late
Cliente_34,8710.34,2024-03-06,regular
Cliente_8,4001.89,2024-03-06,regular
Cliente_33,1494.56,2024-03-06,regular
Cliente_38,2866.3,2024-03-06,regular
Cliente_23,8137.59,2024-03-06,regular
Cliente_75,4806.18,2024-03-06,late
Cliente_91,2971.89,2024-03-06,regular
Cliente_60,3462.39,2024-03-06,late
Cliente_11,9870.55,2024-03-06,regular
Cliente_21,6424.62,2024-03-06,regular
Cliente_75,7007.67,2024-03-06,late
Cliente_2,3901.52,2024-03-06,regular
Cliente_24,6861.26,2024-03-06,regular
Cliente_54,950.8,2024-03-06,regular
Cliente_22,9915.01,2024-03-06,regular
Cliente_62,6545.05,2024-03-06,regular
Cliente_68,4952.59,2024-03-06,regular
Cliente_30,8909.35,2024-03-06,late
Cliente_92,1917.62,2024-03-06,regular
Cliente_19,8435.95,2024-03-06,regular
Cliente_10,8777.88,2024-03-06,late
Cliente_94,463.16,2024-03-06,regular
Cliente_85,6723.93,2024-03-06,late
Cliente_12,1938.44,2024-03-06,regular
Cliente_9,4146.29,2024-03-06,regular
Cliente_44,4864.42,2024-03-06,regular
Cliente_21,5325.13,2024-03-06,regular
Cliente_84,7610.63,2024-03-06,regular
Cliente_57,8074.4,2024-03-06,regular
Cliente_39,169.06,2024-03-06,regular
Cliente_22,8136.63,2024-03-06,regular
Cliente_73,5258.38,2024-03-06,regular
Cliente_66,7845.65,2024-03-06,regular
Cliente_73,1826.6,2024-03-06,regular
Cliente_2,6637.0,2024-03-06,regular
Cliente_46,6661.39,2024-03-06,regular
Cliente_6,8426.88,2024-03-06,regular
Cliente_77,5945.09,2024-03-06,regular
Cliente_3,9853.39,2024-03-06,regular
Cliente_16,5420.39,2024-03-06,regular
Cliente_85,9111.54,2024-03-06,late
Cliente_93,4868.83,2024-03-06,regular
Cliente_96,2703.8,2024-03-06,regular
Cliente_37,3738.93,2024-03-06,regular
Cliente_11,9375.15,2024-03-06,regular
Cliente_53,7076.22,2024-03-06,regular
Cliente_58,2647.51,2024-03-06,regular
Cliente_74,8370.81,2024-03-06,regular
Cliente_19,737.25,2024-03-06,regular
Cliente_51,8806.99,2024-03-06,regular
Cliente_81,6560.11,2024-03-06,regular
Cliente_50,9074.85,2024-03-06,late
Cliente_84,9949.46,2024-03-06,regular
Cliente_51,8520.89,2024-03-06,regular
Cliente_35,4746.09,2024-03-06,late
Cliente_61,4408.76,2024-03-06,regular
Cliente_32,4618.48,2024-03-06,regular
Cliente_20,3890.64,2024-03-07,late
Cliente_100,2865.53,2024-03-07,late
Cliente_33,6061.23,2024-03-07,regular
Cliente_58,2290.46,2024-03-07,regular
Cliente_39,5119.38,2024-03-07,regular
Cliente_86,6852.32,2024-03-07,regular
Cliente_50,7544.89,2024-03-07,late
Cliente_48,8962.75,2024-03-07,regular
Cliente_19,6668.84,2024-03-07,regular
Cliente_92,6536.96,2024-03-07,regular
Cliente_70,3007.15,2024-03-07,late
Cliente_40,2250.19,2024-03-07,late
Cliente_62,7306.92,2024-03-07,regular
Cliente_39,5402.92,2024-03-07,regular
Cliente_18,4077.21,2024-03-07,regular
Cliente_45,5684.84,2024-03-07,late
Cliente_25,5688.32,2024-03-07,late
Cliente_36,2245.35,2024-03-07,regular
Cliente_54,3153.59,2024-03-07,regular
Cliente_62,1338.25,2024-03-07,regular
Cliente_5,7376.95,2024-03-07,late
Cliente_41,3460.1,2024-03-07,regular
Cliente_39,1788.64,2024-03-07,regular
Cliente_94,5611.59,2024-03-07,regular
Cliente_16,3335.05,2024-03-07,regular
Cliente_79,3144.32,2024-03-07,regular
Cliente_2,506.89,2024-03-07,regular
Cliente_47,3324.26,2024-03-07,regular
Cliente_12,5106.1,2024-03-07,regular
Cliente_58,9283.33,2024-03-07,regular
Cliente_8,9098.17,2024-03-07,regular
Cliente_73,7423.41,2024-03-07,regular
Cliente_15,9341.95,2024-03-07,late
Cliente_41,135.69,2024-03-07,regular
Cliente_8,2860.25,2024-03-07,regular
Cliente_60,3363.1,2024-03-07,late
Cliente_3,4574.46,2024-03-07,regular
Cliente_26,8651.15,2024-03-07,regular
Cliente_39,8430.95,2024-03-07,regular
Cliente_62,483.32,2024-03-07,regular
Cliente_66,9172.99,2024-03-07,regular
Cliente_97,7390.3,2024-03-07,regular
Cliente_51,8870.58,2024-03-07,regular
Cliente_47,3186.93,2024-03-07,regular
Cliente_12,7912.98,2024-03-07,regular
Cliente_69,5469.03,2024-03-07,regular
Cliente_55,8397.1,2024-03-07,late
Cliente_14,8141.21,2024-03-07,regular
Cliente_55,3555.67,2024-03-07,late
Cliente_68,9103.32,2024-03-07,regular
Cliente_7,5130.16,2024-03-07,regular
Cliente_33,9609.08,2024-03-07,regular
Cliente_89,4274.57,2024-03-07,regular
Cliente_15,8015.99,2024-03-07,late
Cliente_33,8513.45,2024-03-07,regular
Cliente_55,9899.72,2024-03-07,late
Cliente_60,9901.64,2024-03-07,late
Cliente_29,6325.95,2024-03-07,regular
Cliente_95,1518.3,2024-03-07,late
Cliente_94,945.19,2024-03-07,regular
Cliente_38,2897.96,2024-03-07,regular
Cliente_94,2821.77,2024-03-07,regular
Cliente_7,7259.2,2024-03-07,regular
Cliente_89,292.89,2024-03-07,regular
Cliente_65,4350.12,2024-03-07,late
Cliente_39,9746.76,2024-03-07,regular
Cliente_59,801.28,2024-03-07,regular
Cliente_23,9022.91,2024-03-07,regular
Cliente_7,3391.96,2024-03-07,regular
Cliente_41,7843.41,2024-03-07,regular
Cliente_79,3251.5,2024-03-07,regular
Cliente_84,6238.91,2024-03-07,regular
Cliente_18,7791.96,2024-03-07,regular
Cliente_50,5598.95,2024-03-07,late
Cliente_38,528.11,2024-03-07,regular
Cliente_96,2315.65,2024-03-07,regular
Cliente_22,474.54,2024-03-07,regular
Cliente_18,7167.74,2024-03-07,regular
Cliente_36,8650.77,2024-03-07,regular
Cliente_45,6604.12,2024-03-07,late
Cliente_22,8163.04,2024-03-07,regular
Cliente_23,2438.99,2024-03-07,regular
Cliente_39,1997.95,2024-03-07,regular
Cliente_57,8676.32,2024-03-07,regular
Cliente_18,7521.1,2024-03-07,regular
Cliente_39,8870.15,2024-03-07,regular
Cliente_76,7151.71,2024-03-07,regular
Cliente_1,8458.18,2024-03-07,regular
Cliente_33,7201.75,2024-03-07,regular
Cliente_63,5067.88,2024-03-07,regular
Cliente_41,8761.32,2024-03-07,regular
Cliente_52,2212.7,2024-03-07,regular
Cliente_77,3678.04,2024-03-07,regular
Cliente_26,7916.75,2024-03-07,regular
Cliente_65,4884.69,2024-03-07,late
Cliente_41,9884.67,2024-03-07,regular
Cliente_58,973.86,2024-03-07,regular
Cliente_76,4444.4,2024-03-07,regular
Cliente_12,782.02,2024-03-07,regular
Cliente_4,1212.04,2024-03-07,regular
Cliente_52,9939.9,2024-03-07,regular
Cliente_71,5563.75,2024-03-07,regular
Cliente_43,5034.13,2024-03-07,regular
Cliente_71,1929.99,2024-03-07,regular
Cliente_52,2923.08,2024-03-07,regular
Cliente_80,4195.29,2024-03-07,late
Cliente_7,4859.55,2024-03-07,regular
Cliente_39,2187.82,2024-03-07,regular
Cliente_79,3348.73,2024-03-07,regular
Cliente_35,2881.51,2024-03-07,late
Cliente_60,7264.93,2024-03-07,late
Cliente_74,9791.86,2024-03-07,regular
Cliente_37,6621.62,2024-03-07,regular
Cliente_10,1667.35,2024-03-07,late
Cliente_68,3894.68,2024-03-07,regular
Cliente_25,3132.56,2024-03-07,late
Cliente_12,6610.97,2024-03-07,regular
Cliente_22,6346.79,2024-03-07,regular
Cliente_10,5675.73,2024-03-07,late
Cliente_39,6562.6,2024-03-07,regular
Cliente_79,7463.79,2024-03-07,regular
Cliente_92,661.39,2024-03-07,regular
Cliente_24,3721.35,2024-03-07,regular
Cliente_87,923.07,2024-03-07,regular
Cliente_44,7126.6,2024-03-07,regular
Cliente_92,8491.02,2024-03-07,regular
Cliente_72,1927.77,2024-03-07,regular
Cliente_48,4352.12,2024-03-07,regular
Cliente_52,4482.55,2024-03-07,regular
Cliente_79,2595.72,2024-03-07,regular
Cliente_63,1168.62,2024-03-07,regular
